Date,Open,High,Low,Price,Volume
2024-12-23 00:00:00,95094.27394862173,95094.27394862173,95094.27394862173,95094.27394862173,18845991491.924587
2024-12-24 00:00:00,94644.91085464321,94644.91085464321,94644.91085464321,94644.91085464321,18749129757.866604
2024-12-25 00:00:00,98695.71400782601,98695.71400782601,98695.71400782601,98695.71400782601,19511737885.29116
2024-12-26 00:00:00,99344.95417367229,99344.95417367229,99344.95417367229,99344.95417367229,19664811593.541176
2024-12-27 00:00:00,95678.31244565405,95678.31244565405,95678.31244565405,95678.31244565405,18947442519.861084
2024-12-28 00:00:00,94331.94727053077,94331.94727053077,94331.94727053077,94331.94727053077,18677087535.54924
2024-12-29 00:00:00,95184.61945288602,95184.61945288602,95184.61945288602,95184.61945288602,18855565522.314316
2024-12-30 00:00:00,93663.44751964067,93663.44751964067,93663.44751964067,93663.44751964067,18548726057.38809
2024-12-31 00:00:00,92627.28213113277,92627.28213113277,92627.28213113277,92627.28213113277,18331881874.77531
2025-01-01 00:00:00,93507.85874741491,93507.85874741491,93507.85874741491,93507.85874741491,18518399546.2513
2025-01-02 00:00:00,94384.1761153871,94384.1761153871,94384.1761153871,94384.1761153871,18691933191.402424
2025-01-03 00:00:00,96852.14681235075,96852.14681235075,96852.14681235075,96852.14681235075,19179050160.6362
2025-01-04 00:00:00,98084.34279280754,98084.34279280754,98084.34279280754,98084.34279280754,19428348293.499565
2025-01-05 00:00:00,98256.73876849933,98256.73876849933,98256.73876849933,98256.73876849933,19466112056.41351
2025-01-06 00:00:00,98364.58946599838,98364.58946599838,98364.58946599838,98364.58946599838,19483398987.188587
2025-01-07 00:00:00,102229.39453189743,102229.39453189743,102229.39453189743,102229.39453189743,20248251786.198227
2025-01-08 00:00:00,96952.09886774956,96952.09886774956,96952.09886774956,96952.09886774956,19191331870.81313
2025-01-09 00:00:00,95016.71440989176,95016.71440989176,95016.71440989176,95016.71440989176,18853133549.137238
2025-01-10 00:00:00,92376.27578346101,92376.27578346101,92376.27578346101,92376.27578346101,18329336281.179436
2025-01-11 00:00:00,94736.6267420969,94736.6267420969,94736.6267420969,94736.6267420969,18768367599.23398
2025-01-12 00:00:00,94559.55167224213,94559.55167224213,94559.55167224213,94559.55167224213,18742862433.778526
2025-01-13 00:00:00,94454.77089638807,94454.77089638807,94454.77089638807,94454.77089638807,18703148823.069237
2025-01-14 00:00:00,94456.3493746993,94456.3493746993,94456.3493746993,94456.3493746993,18706093678.04822
2025-01-15 00:00:00,96574.07768799194,96574.07768799194,96574.07768799194,96574.07768799194,19126033326.241123
2025-01-16 00:00:00,100313.15239828422,100313.15239828422,100313.15239828422,100313.15239828422,19868314306.518646
2025-01-17 00:00:00,100044.57926776377,100044.57926776377,100044.57926776377,100044.57926776377,19809357544.58284
2025-01-18 00:00:00,104160.69358484233,104160.69358484233,104160.69358484233,104160.69358484233,20638546638.340775
2025-01-19 00:00:00,104334.61575724394,104334.61575724394,104334.61575724394,104334.61575724394,20671511953.620426
2025-01-20 00:00:00,101275.33714814208,101275.33714814208,101275.33714814208,101275.33714814208,20148428088.495007
2025-01-21 00:00:00,101764.90860170545,101764.90860170545,101764.90860170545,101764.90860170545,20178370682.021385
2025-01-22 00:00:00,106182.2368201815,106182.2368201815,106182.2368201815,106182.2368201815,20988290009.2849
2025-01-23 00:00:00,103673.53509537787,103673.53509537787,103673.53509537787,103673.53509537787,20542886617.939774
2025-01-24 00:00:00,104067.60991206947,104067.60991206947,104067.60991206947,104067.60991206947,20623607590.45
2025-01-25 00:00:00,104835.19253555956,104835.19253555956,104835.19253555956,104835.19253555956,20761567206.42786
2025-01-26 00:00:00,104796.04077738234,104796.04077738234,104796.04077738234,104796.04077738234,20776478175.313408
2025-01-27 00:00:00,102552.24874280207,102552.24874280207,102552.24874280207,102552.24874280207,20363240059.47406
2025-01-28 00:00:00,101958.46953745594,101958.46953745594,101958.46953745594,101958.46953745594,20192955412.13529
2025-01-29 00:00:00,101313.11264498268,101313.11264498268,101313.11264498268,101313.11264498268,20070722015.075275
2025-01-30 00:00:00,103718.97939813645,103718.97939813645,103718.97939813645,103718.97939813645,20565815511.717
2025-01-31 00:00:00,104781.5135100103,104781.5135100103,104781.5135100103,104781.5135100103,20767601532.606194
2025-02-01 00:00:00,102382.39409722165,102382.39409722165,102382.39409722165,102382.39409722165,20285041335.77489
2025-02-02 00:00:00,100674.78762544956,100674.78762544956,100674.78762544956,100674.78762544956,19964237112.617268
2025-02-03 00:00:00,97568.31653024875,97568.31653024875,97568.31653024875,97568.31653024875,19336914397.922543
2025-02-04 00:00:00,101466.8606657039,101466.8606657039,101466.8606657039,101466.8606657039,20111213745.118835
2025-02-05 00:00:00,98118.43921664466,98118.43921664466,98118.43921664466,98118.43921664466,19435352911.721596
2025-02-06 00:00:00,96582.88682919052,96582.88682919052,96582.88682919052,96582.88682919052,19125846285.90309
2025-02-07 00:00:00,96635.41875332211,96635.41875332211,96635.41875332211,96635.41875332211,19150937560.575638
2025-02-08 00:00:00,96558.4563096667,96558.4563096667,96558.4563096667,96558.4563096667,19112963764.25356
2025-02-09 00:00:00,96558.23762501091,96558.23762501091,96558.23762501091,96558.23762501091,19142118354.40118
2025-02-10 00:00:00,96548.57865379585,96548.57865379585,96548.57865379585,96548.57865379585,19130687733.56083
2025-02-11 00:00:00,97399.98161383197,97399.98161383197,97399.98161383197,97399.98161383197,19307429510.90367
2025-02-12 00:00:00,95739.97737079239,95739.97737079239,95739.97737079239,95739.97737079239,18987888879.783253
2025-02-13 00:00:00,97836.18856127483,97836.18856127483,97836.18856127483,97836.18856127483,19368424548.139984
2025-02-14 00:00:00,96561.6639990985,96561.6639990985,96561.6639990985,96561.6639990985,19143150974.86386
2025-02-15 00:00:00,97488.48148536457,97488.48148536457,97488.48148536457,97488.48148536457,19316568468.714855
2025-02-16 00:00:00,97569.95169430465,97569.95169430465,97569.95169430465,97569.95169430465,19343083787.102863
2025-02-17 00:00:00,96149.3484548204,96149.3484548204,96149.3484548204,96149.3484548204,19050122222.203693
2025-02-18 00:00:00,95776.15723852723,95776.15723852723,95776.15723852723,95776.15723852723,18989977537.81954
2025-02-19 00:00:00,95495.89153299287,95495.89153299287,95495.89153299287,95495.89153299287,18927021548.44508
2025-02-20 00:00:00,96554.87156259285,96554.87156259285,96554.87156259285,96554.87156259285,19143379196.59554
2025-02-21 00:00:00,98384.31738240314,98384.31738240314,98384.31738240314,98384.31738240314,19503761063.253227
2025-02-22 00:00:00,96135.15541305285,96135.15541305285,96135.15541305285,96135.15541305285,19060581975.06381
2025-02-23 00:00:00,96564.15414290235,96564.15414290235,96564.15414290235,96564.15414290235,19152603308.70798
2025-02-24 00:00:00,96327.46309127835,96327.46309127835,96327.46309127835,96327.46309127835,19096256748.154762
2025-02-25 00:00:00,91396.76686930266,91396.76686930266,91396.76686930266,91396.76686930266,18141767791.604362
2025-02-26 00:00:00,88755.7693356979,88755.7693356979,88755.7693356979,88755.7693356979,17597503605.503338
2025-02-27 00:00:00,83900.11496524839,83900.11496524839,83900.11496524839,83900.11496524839,16643149554.477467
2025-02-28 00:00:00,84709.14477847965,84709.14477847965,84709.14477847965,84709.14477847965,16795553200.772097
2025-03-01 00:00:00,84441.9012237131,84441.9012237131,84441.9012237131,84441.9012237131,16747544371.10342
2025-03-02 00:00:00,86005.25629681018,86005.25629681018,86005.25629681018,86005.25629681018,17055640983.008238
2025-03-03 00:00:00,94261.53286538439,94261.53286538439,94261.53286538439,94261.53286538439,18683217054.444878
2025-03-04 00:00:00,86124.71418722175,86124.71418722175,86124.71418722175,86124.71418722175,17081989608.743418
2025-03-05 00:00:00,87310.80531078295,87310.80531078295,87310.80531078295,87310.80531078295,17314416680.696526
2025-03-06 00:00:00,90604.08098523637,90604.08098523637,90604.08098523637,90604.08098523637,17977068682.27531
2025-03-07 00:00:00,90001.40087607042,90001.40087607042,90001.40087607042,90001.40087607042,17827858668.11654
2025-03-08 00:00:00,86773.33597555371,86773.33597555371,86773.33597555371,86773.33597555371,17204369316.892776
2025-03-09 00:00:00,86142.9833586432,86142.9833586432,86142.9833586432,86142.9833586432,17086055167.70228
2025-03-10 00:00:00,80751.13893300897,80751.13893300897,80751.13893300897,80751.13893300897,16020737945.800344
2025-03-11 00:00:00,78783.94057934263,78783.94057934263,78783.94057934263,78783.94057934263,15635471501.477331
2025-03-12 00:00:00,82799.1080292053,82799.1080292053,82799.1080292053,82799.1080292053,16429974195.316057
2025-03-13 00:00:00,83884.24578828987,83884.24578828987,83884.24578828987,83884.24578828987,16625026587.17542
2025-03-14 00:00:00,81098.90052436228,81098.90052436228,81098.90052436228,81098.90052436228,16084773737.18186
2025-03-15 00:00:00,83971.70916064628,83971.70916064628,83971.70916064628,83971.70916064628,16657255599.058199
2025-03-16 00:00:00,84391.69087647168,84391.69087647168,84391.69087647168,84391.69087647168,16741732939.16466
2025-03-17 00:00:00,82610.61750343916,82610.61750343916,82610.61750343916,82610.61750343916,16386721534.83722
2025-03-18 00:00:00,84075.36559694471,84075.36559694471,84075.36559694471,84075.36559694471,16677992278.87438
2025-03-19 00:00:00,82780.03048688271,82780.03048688271,82780.03048688271,82780.03048688271,16425782741.05806
2025-03-20 00:00:00,86815.44109470697,86815.44109470697,86815.44109470697,86815.44109470697,17215651381.41278
2025-03-21 00:00:00,84270.84358966233,84270.84358966233,84270.84358966233,84270.84358966233,16725507065.028185
2025-03-22 00:00:00,84009.532917822,84009.532917822,84009.532917822,84009.532917822,16667491591.542927
2025-03-23 00:00:00,83793.30854192551,83793.30854192551,83793.30854192551,83793.30854192551,16625743636.636532
2025-03-24 00:00:00,85787.70914901773,85787.70914901773,85787.70914901773,85787.70914901773,17020095943.294495
2025-03-25 00:00:00,87327.72969669085,87327.72969669085,87327.72969669085,87327.72969669085,17327153319.70134
2025-03-26 00:00:00,87520.58391530563,87520.58391530563,87520.58391530563,87520.58391530563,17353684739.044884
2025-03-27 00:00:00,86960.8555491039,86960.8555491039,86960.8555491039,86960.8555491039,17248544790.456722
2025-03-28 00:00:00,87227.27158032371,87227.27158032371,87227.27158032371,87227.27158032371,17297299871.594822
2025-03-29 00:00:00,84359.46915506005,84359.46915506005,84359.46915506005,84359.46915506005,16731828009.741037
2025-03-30 00:00:00,82679.17255385047,82679.17255385047,82679.17255385047,82679.17255385047,16406655038.551437
2025-03-31 00:00:00,82356.38111183756,82356.38111183756,82356.38111183756,82356.38111183756,16339963041.872593
2025-04-01 00:00:00,82514.09365397849,82514.09365397849,82514.09365397849,82514.09365397849,16350765810.473545
2025-04-02 00:00:00,85237.5876052852,85237.5876052852,85237.5876052852,85237.5876052852,16906020360.3504
2025-04-03 00:00:00,82526.4221526433,82526.4221526433,82526.4221526433,82526.4221526433,16373587647.473812
2025-04-04 00:00:00,83163.98757387721,83163.98757387721,83163.98757387721,83163.98757387721,16525372230.74958
2025-04-05 00:00:00,83852.00765399594,83852.00765399594,83852.00765399594,83852.00765399594,16642348801.980492
2025-04-06 00:00:00,83595.88550177493,83595.88550177493,83595.88550177493,83595.88550177493,16560200679.97187
2025-04-07 00:00:00,78211.48358199988,78211.48358199988,78211.48358199988,78211.48358199988,15553252607.872627
2025-04-08 00:00:00,79179.29226757778,79179.29226757778,79179.29226757778,79179.29226757778,15814075652.783522
2025-04-09 00:00:00,76329.090356324,76329.090356324,76329.090356324,76329.090356324,15150424997.573256
2025-04-10 00:00:00,82622.17029546302,82622.17029546302,82622.17029546302,82622.17029546302,16405679091.221722
2025-04-11 00:00:00,79596.35732250768,79596.35732250768,79596.35732250768,79596.35732250768,15800232091.380547
2025-04-12 00:00:00,83439.28818043756,83439.28818043756,83439.28818043756,83439.28818043756,16558688804.541702
2025-04-13 00:00:00,85305.09728392666,85305.09728392666,85305.09728392666,85305.09728392666,16936006553.710875
2025-04-14 00:00:00,83600.82010054543,83600.82010054543,83600.82010054543,83600.82010054543,16589232080.818682
2025-04-15 00:00:00,84523.4524914945,84523.4524914945,84523.4524914945,84523.4524914945,16778435101.20269
2025-04-16 00:00:00,83656.49248858042,83656.49248858042,83656.49248858042,83656.49248858042,16607490232.830563
2025-04-17 00:00:00,84105.77942167096,84105.77942167096,84105.77942167096,84105.77942167096,16704975697.620472
2025-04-18 00:00:00,84930.90857600998,84930.90857600998,84930.90857600998,84930.90857600998,16862268100.491837
2025-04-19 00:00:00,84433.75017215389,84433.75017215389,84433.75017215389,84433.75017215389,16763731979.145117
2025-04-20 00:00:00,85126.66244301842,85126.66244301842,85126.66244301842,85126.66244301842,16900905967.713959
2025-04-21 00:00:00,85073.16544858096,85073.16544858096,85073.16544858096,85073.16544858096,16890086678.063805
2025-04-22 00:00:00,87452.04699068287,87452.04699068287,87452.04699068287,87452.04699068287,17357037477.7106
2025-04-23 00:00:00,93576.16588573981,93576.16588573981,93576.16588573981,93576.16588573981,18585878117.178288
2025-04-24 00:00:00,93605.45230873208,93605.45230873208,93605.45230873208,93605.45230873208,18586603023.22256
2025-04-25 00:00:00,93872.81422867288,93872.81422867288,93872.81422867288,93872.81422867288,18642981105.633408
2025-04-26 00:00:00,94773.11200643536,94773.11200643536,94773.11200643536,94773.11200643536,18821215951.75846
2025-04-27 00:00:00,94644.06637120107,94644.06637120107,94644.06637120107,94644.06637120107,18791319512.391846
2025-04-28 00:00:00,93809.33781968223,93809.33781968223,93809.33781968223,93809.33781968223,18627722471.22064
2025-04-29 00:00:00,95030.60645474444,95030.60645474444,95030.60645474444,95030.60645474444,18870673881.74348
2025-04-30 00:00:00,94256.35946318062,94256.35946318062,94256.35946318062,94256.35946318062,18708183892.584038
2025-05-01 00:00:00,94235.75331048167,94235.75331048167,94235.75331048167,94235.75331048167,18713503625.690933
2025-05-02 00:00:00,96426.94522273027,96426.94522273027,96426.94522273027,96426.94522273027,19148843897.693947
2025-05-03 00:00:00,96855.5681343944,96855.5681343944,96855.5681343944,96855.5681343944,19232517658.661472
2025-05-04 00:00:00,95922.86842404422,95922.86842404422,95922.86842404422,95922.86842404422,19048948863.9457
2025-05-05 00:00:00,94326.62048529249,94326.62048529249,94326.62048529249,94326.62048529249,18728124424.530323
2025-05-06 00:00:00,94758.8237105546,94758.8237105546,94758.8237105546,94758.8237105546,18825112864.87958
2025-05-07 00:00:00,96854.53198815876,96854.53198815876,96854.53198815876,96854.53198815876,19236438408.145992
2025-05-08 00:00:00,97026.49376966801,97026.49376966801,97026.49376966801,97026.49376966801,19271345578.58269
2025-05-09 00:00:00,103076.27555512934,103076.27555512934,103076.27555512934,103076.27555512934,20478837538.526928
2025-05-10 00:00:00,102962.54045692299,102962.54045692299,102962.54045692299,102962.54045692299,20450464455.23524
2025-05-11 00:00:00,104630.8792994166,104630.8792994166,104630.8792994166,104630.8792994166,20771325395.313465
2025-05-12 00:00:00,103994.061616746,103994.061616746,103994.061616746,103994.061616746,20656599604.713654
2025-05-13 00:00:00,102876.8304286011,102876.8304286011,102876.8304286011,102876.8304286011,20443472718.66171
2025-05-14 00:00:00,104184.49039270742,104184.49039270742,104184.49039270742,104184.49039270742,20693560721.24024
2025-05-15 00:00:00,103594.42575090709,103594.42575090709,103594.42575090709,103594.42575090709,20577983672.925636
2025-05-16 00:00:00,103708.85136423641,103708.85136423641,103708.85136423641,103708.85136423641,20601425599.14034
2025-05-17 00:00:00,103556.03493982446,103556.03493982446,103556.03493982446,103556.03493982446,20577256402.90077
2025-05-18 00:00:00,103212.36483885496,103212.36483885496,103212.36483885496,103212.36483885496,20503185214.77805
2025-05-19 00:00:00,106030.6376831359,106030.6376831359,106030.6376831359,106030.6376831359,21048897208.728306
2025-05-20 00:00:00,105629.41580436694,105629.41580436694,105629.41580436694,105629.41580436694,20984854158.950497
2025-05-21 00:00:00,106786.71995834043,106786.71995834043,106786.71995834043,106786.71995834043,21217786172.738213
2025-05-22 00:00:00,109665.86371625263,109665.86371625263,109665.86371625263,109665.86371625263,21788389676.65505
2025-05-23 00:00:00,111560.356938144,111560.356938144,111560.356938144,111560.356938144,22147121457.87249
2025-05-24 00:00:00,107216.66856870624,107216.66856870624,107216.66856870624,107216.66856870624,21315958966.244408
2025-05-25 00:00:00,107831.36374380375,107831.36374380375,107831.36374380375,107831.36374380375,21425400776.8522
2025-05-26 00:00:00,108861.81037744327,108861.81037744327,108861.81037744327,108861.81037744327,21630728415.336132
2025-05-27 00:00:00,109377.71513263129,109377.71513263129,109377.71513263129,109377.71513263129,21730598558.394188
2025-05-28 00:00:00,109068.45694901445,109068.45694901445,109068.45694901445,109068.45694901445,21675518871.300076
2025-05-29 00:00:00,107838.18431100152,107838.18431100152,107838.18431100152,107838.18431100152,21433427068.883068
2025-05-30 00:00:00,105745.41660358038,105745.41660358038,105745.41660358038,105745.41660358038,21013487526.94314
2025-05-31 00:00:00,104010.91956242644,104010.91956242644,104010.91956242644,104010.91956242644,20668309469.780636
2025-06-01 00:00:00,104687.50742934884,104687.50742934884,104687.50742934884,104687.50742934884,20804678092.957695
2025-06-02 00:00:00,105710.00593822816,105710.00593822816,105710.00593822816,105710.00593822816,21011780715.909748
2025-06-03 00:00:00,105884.74263221149,105884.74263221149,105884.74263221149,105884.74263221149,21042294030.94936
2025-06-04 00:00:00,105434.47745144971,105434.47745144971,105434.47745144971,105434.47745144971,20952940012.814796
2025-06-05 00:00:00,104812.9182188067,104812.9182188067,104812.9182188067,104812.9182188067,20831488391.11207
2025-06-06 00:00:00,101650.7387545425,101650.7387545425,101650.7387545425,101650.7387545425,20202940999.923676
2025-06-07 00:00:00,104409.74967959142,104409.74967959142,104409.74967959142,104409.74967959142,20751755002.01425
2025-06-08 00:00:00,105681.4546141758,105681.4546141758,105681.4546141758,105681.4546141758,21005533369.025078
2025-06-09 00:00:00,105692.24740699006,105692.24740699006,105692.24740699006,105692.24740699006,21006547693.994705
2025-06-10 00:00:00,110261.57485948496,110261.57485948496,110261.57485948496,110261.57485948496,21918774812.309467
2025-06-11 00:00:00,110212.73252109604,110212.73252109604,110212.73252109604,110212.73252109604,21893500554.06333
2025-06-12 00:00:00,108679.9760916168,108679.9760916168,108679.9760916168,108679.9760916168,21595293752.734955
2025-06-13 00:00:00,105979.22902375912,105979.22902375912,105979.22902375912,105979.22902375912,21079119437.682987
2025-06-14 00:00:00,106045.56440819203,106045.56440819203,106045.56440819203,106045.56440819203,21079730875.477924
2025-06-15 00:00:00,105482.90611628917,105482.90611628917,105482.90611628917,105482.90611628917,20974865412.2327
2025-06-16 00:00:00,105554.49383061715,105554.49383061715,105554.49383061715,105554.49383061715,20984991105.526215
2025-06-17 00:00:00,106951.2720181497,106951.2720181497,106951.2720181497,106951.2720181497,21278954705.447178
2025-06-18 00:00:00,104683.42479835715,104683.42479835715,104683.42479835715,104683.42479835715,20809681209.76949
2025-06-19 00:00:00,104722.695052907,104722.695052907,104722.695052907,104722.695052907,20816777322.61685
2025-06-20 00:00:00,104690.65002458123,104690.65002458123,104690.65002458123,104690.65002458123,20813552798.73408
2025-06-21 00:00:00,103290.105144757,103290.105144757,103290.105144757,103290.105144757,20541202456.082085
2025-06-22 00:00:00,101532.5683847329,101532.5683847329,101532.5683847329,101532.5683847329,20174159666.95528
2025-06-23 00:00:00,100852.58264648831,100852.58264648831,100852.58264648831,100852.58264648831,20051797697.71735
2025-06-24 00:00:00,105511.62437933135,105511.62437933135,105511.62437933135,105511.62437933135,20977412335.865917
2025-06-25 00:00:00,105976.06929808448,105976.06929808448,105976.06929808448,105976.06929808448,21071103524.29803
2025-06-26 00:00:00,107238.53045016268,107238.53045016268,107238.53045016268,107238.53045016268,21321411473.690018
2025-06-27 00:00:00,106984.01253775663,106984.01253775663,106984.01253775663,106984.01253775663,21272920997.5493
2025-06-28 00:00:00,107078.91560644074,107078.91560644074,107078.91560644074,107078.91560644074,21290205673.859596
2025-06-29 00:00:00,107331.58548463577,107331.58548463577,107331.58548463577,107331.58548463577,21342399999.296585
2025-06-30 00:00:00,108396.61631317894,108396.61631317894,108396.61631317894,108396.61631317894,21551831664.89813
2025-07-01 00:00:00,107132.79910701896,107132.79910701896,107132.79910701896,107132.79910701896,21304715891.91581
2025-07-02 00:00:00,105613.39974163055,105613.39974163055,105613.39974163055,105613.39974163055,21000875630.779324
2025-07-03 00:00:00,108824.44423167943,108824.44423167943,108824.44423167943,108824.44423167943,21638353717.700977
2025-07-04 00:00:00,109602.20483914016,109602.20483914016,109602.20483914016,109602.20483914016,21796645312.199345
2025-07-05 00:00:00,108040.8919400104,108040.8919400104,108040.8919400104,108040.8919400104,21486017129.073433
2025-07-06 00:00:00,108217.46849992426,108217.46849992426,108217.46849992426,108217.46849992426,21523440913.89654
2025-07-07 00:00:00,109215.19771840284,109215.19771840284,109215.19771840284,109215.19771840284,21714975032.960476
2025-07-08 00:00:00,108300.71675785031,108300.71675785031,108300.71675785031,108300.71675785031,21537775886.474506
2025-07-09 00:00:00,108953.19187727802,108953.19187727802,108953.19187727802,108953.19187727802,21670493980.567417
2025-07-10 00:00:00,111327.53054245669,111327.53054245669,111327.53054245669,111327.53054245669,22152108885.684258
2025-07-11 00:00:00,115879.65030112496,115879.65030112496,115879.65030112496,115879.65030112496,23032923569.997437
2025-07-12 00:00:00,117571.02510036016,117571.02510036016,117571.02510036016,117571.02510036016,23386121969.617435
2025-07-13 00:00:00,117418.95745007684,117418.95745007684,117418.95745007684,117418.95745007684,23354859778.30673
2025-07-14 00:00:00,119117.55666327637,119117.55666327637,119117.55666327637,119117.55666327637,23690503668.355606
2025-07-15 00:00:00,119833.67446712355,119833.67446712355,119833.67446712355,119833.67446712355,23838258136.738472
2025-07-16 00:00:00,117678.19493404306,117678.19493404306,117678.19493404306,117678.19493404306,23412233948.399204
2025-07-17 00:00:00,118748.1627367753,118748.1627367753,118748.1627367753,118748.1627367753,23631946402.09576
2025-07-18 00:00:00,119445.36520434043,119445.36520434043,119445.36520434043,119445.36520434043,23762373827.643013
2025-07-19 00:00:00,117988.94664455787,117988.94664455787,117988.94664455787,117988.94664455787,23471653176.24536
2025-07-20 00:00:00,117901.62655900871,117901.62655900871,117901.62655900871,117901.62655900871,23453983377.85541
2025-07-21 00:00:00,117256.9208222684,117256.9208222684,117256.9208222684,117256.9208222684,23337572878.59664
2025-07-22 00:00:00,117482.46977767294,117482.46977767294,117482.46977767294,117482.46977767294,23373654974.671314
2025-07-23 00:00:00,119955.79570607653,119955.79570607653,119955.79570607653,119955.79570607653,23875167615.604927
2025-07-24 00:00:00,118629.05588130427,118629.05588130427,118629.05588130427,118629.05588130427,23599318753.005245
2025-07-25 00:00:00,118354.43517438594,118354.43517438594,118354.43517438594,118354.43517438594,23547645083.429935
2025-07-26 00:00:00,117540.80837085741,117540.80837085741,117540.80837085741,117540.80837085741,23388555549.987812
2025-07-27 00:00:00,117959.54234360624,117959.54234360624,117959.54234360624,117959.54234360624,23469594728.450268
2025-07-28 00:00:00,119418.91405141471,119418.91405141471,119418.91405141471,119418.91405141471,23765248387.930138
2025-07-29 00:00:00,118003.30201607826,118003.30201607826,118003.30201607826,118003.30201607826,23494728974.264687
2025-07-30 00:00:00,117853.30892863822,117853.30892863822,117853.30892863822,117853.30892863822,23451265040.20114
2025-07-31 00:00:00,117833.24087995925,117833.24087995925,117833.24087995925,117833.24087995925,23437179637.097126
2025-08-01 00:00:00,115700.00243915782,115700.00243915782,115700.00243915782,115700.00243915782,23021991624.251205
2025-08-02 00:00:00,113234.6051343189,113234.6051343189,113234.6051343189,113234.6051343189,22536098809.59403
2025-08-03 00:00:00,112554.90232221723,112554.90232221723,112554.90232221723,112554.90232221723,22404139836.38112
2025-08-04 00:00:00,114199.10966460757,114199.10966460757,114199.10966460757,114199.10966460757,22728020752.670376
2025-08-05 00:00:00,115138.68613070177,115138.68613070177,115138.68613070177,115138.68613070177,22923951561.441513
2025-08-06 00:00:00,114128.35408881678,114128.35408881678,114128.35408881678,114128.35408881678,22715832550.77356
2025-08-07 00:00:00,115022.09576830892,115022.09576830892,115022.09576830892,115022.09576830892,22892950365.28658
2025-08-08 00:00:00,117463.47451085235,117463.47451085235,117463.47451085235,117463.47451085235,23377328587.035435
2025-08-09 00:00:00,116688.36663186055,116688.36663186055,116688.36663186055,116688.36663186055,23230265410.73321
2025-08-10 00:00:00,116510.08393213755,116510.08393213755,116510.08393213755,116510.08393213755,23188158574.016804
2025-08-11 00:00:00,119266.92516880555,119266.92516880555,119266.92516880555,119266.92516880555,23740972968.3789
